62,SO43737,2262,15,1/8/2011,1/15/2011,1/20/2011,3578,1,3578
63,SO43740,5528,16,1/8/2011,1/15/2011,1/20/2011,3578,1,3578
64,SO43743,8,27,1/9/2011,1/16/2011,1/21/2011,3400,1,3400
65,SO43741,16672,14,1/9/2011,1/16/2011,1/21/2011,3578,1,3578
66,SO43744,5632,17,1/9/2011,1/16/2011,1/21/2011,3578,1,3578
67,SO43742,2577,18,1/9/2011,1/16/2011,1/21/2011,3578,1,3578
68,SO43745,5515,15,1/10/2011,1/17/2011,1/22/2011,3578,1,3578
69,SO43746,5617,16,1/10/2011,1/17/2011,1/22/2011,3578,1,3578
70,SO43749,16637,18,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
71,SO43751,593,17,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
72,SO43753,5483,14,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
73,SO43750,592,15,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
74,SO43747,16624,18,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
75,SO43748,16626,17,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
76,SO43752,2266,15,1/11/2011,1/18/2011,1/23/2011,3578,1,3578
77,SO43756,8942,44,1/12/2011,1/19/2011,1/24/2011,699,1,699
78,SO43757,18,30,1/12/2011,1/19/2011,1/24/2011,3375,1,3375
79,SO43754,16618,16,1/12/2011,1/19/2011,1/24/2011,3578,1,3578
80,SO43755,16671,15,1/12/2011,1/19/2011,1/24/2011,3578,1,3578
81,SO43758,16647,14,1/13/2011,1/20/2011,1/25/2011,3578,1,3578
82,SO43761,5494,14,1/13/2011,1/20/2011,1/25/2011,3578,1,3578
83,SO43760,5353,18,1/13/2011,1/20/2011,1/25/2011,3578,1,3578
84,SO43759,2258,14,1/13/2011,1/20/2011,1/25/2011,3578,1,3578
85,SO43763,5526,17,1/14/2011,1/21/2011,1/26/2011,3578,1,3578
86,SO43764,5613,14,1/14/2011,1/21/2011,1/26/2011,3578,1,3578
87,SO43765,11,26,1/14/2011,1/21/2011,1/26/2011,3400,1,3400
88,SO43762,16579,18,1/14/2011,1/21/2011,1/26/2011,3578,1,3578
89,SO43766,5519,17,1/15/2011,1/22/2011,1/27/2011,3578,1,3578
90,SO43767,2,30,1/15/2011,1/22/2011,1/27/2011,3375,1,3375
91,SO43775,28,27,1/16/2011,1/23/2011,1/28/2011,3400,1,3400
92,SO43768,16650,16,1/16/2011,1/23/2011,1/28/2011,3578,1,3578
93,SO43771,3560,43,1/16/2011,1/23/2011,1/28/2011,699,1,699
94,SO43774,5349,17,1/16/2011,1/23/2011,1/28/2011,3578,1,3578
95,SO43773,5527,18,1/16/2011,1/23/2011,1/28/2011,3578,1,3578
96,SO43770,16615,16,1/16/2011,1/23/2011,1/28/2011,3578,1,3578
97,SO43772,5525,16,1/16/2011,1/23/2011,1/28/2011,3578,1,3578
98,SO43769,10660,16,1/16/2011,1/23/2011,1/28/2011,3578,1,3578
99,SO43776,2261,18,1/17/2011,1/24/2011,1/29/2011,3578,1,3578
100,SO43778,19,25,1/17/2011,1/24/2011,1/29/2011,3400,1,3400
101,SO43777,5516,15,1/17/2011,1/24/2011,1/29/2011,3578,1,3578
102,SO43779,14253,41,1/17/2011,1/24/2011,1/29/2011,699,1,699
103,SO43783,5621,16,1/18/2011,1/25/2011,1/30/2011,3578,1,3578
104,SO43780,600,15,1/18/2011,1/25/2011,1/30/2011,3578,1,3578
105,SO43781,5496,16,1/18/2011,1/25/2011,1/30/2011,3578,1,3578
106,SO43782,5517,16,1/18/2011,1/25/2011,1/30/2011,3578,1,3578
107,SO43788,240,31,1/19/2011,1/26/2011,1/31/2011,3375,1,3375
108,SO43784,16668,14,1/19/2011,1/26/2011,1/31/2011,3578,1,3578
109,SO43789,14866,31,1/19/2011,1/26/2011,1/31/2011,3375,1,3375
110,SO43786,608,15,1/19/2011,1/26/2011,1/31/2011,3578,1,3578
111,SO43794,30,27,1/19/2011,1/26/2011,1/31/2011,3400,1,3400
112,SO43791,5485,18,1/19/2011,1/26/2011,1/31/2011,3578,1,3578
113,SO43792,5624,16,1/19/2011,1/26/2011,1/31/2011,3578,1,3578
114,SO43785,602,15,1/19/2011,1/26/2011,1/31/2011,3578,1,3578
115,SO43790,14858,24,1/19/2011,1/26/2011,1/31/2011,3400,1,3400
116,SO43787,18386,24,1/19/2011,1/26/2011,1/31/2011,3400,1,3400
117,SO43793,1,24,1/19/2011,1/26/2011,1/31/2011,3400,1,3400
118,SO43798,5522,14,1/20/2011,1/27/2011,2/1/2011,3578,1,3578
119,SO43796,6957,49,1/20/2011,1/27/2011,2/1/2011,699,1,699
120,SO43795,16616,16,1/20/2011,1/27/2011,2/1/2011,3578,1,3578
121,SO43799,5637,16,1/20/2011,1/27/2011,2/1/2011,3578,1,3578
122,SO43797,5346,16,1/20/2011,1/27/2011,2/1/2011,3578,1,3578
123,SO43800,10711,15,1/21/2011,1/28/2011,2/2/2011,3578,1,3578
124,SO43802,594,16,1/21/2011,1/28/2011,2/2/2011,3578,1,3578
125,SO43801,2584,15,1/21/2011,1/28/2011,2/2/2011,3578,1,3578
126,SO43803,10742,18,1/22/2011,1/29/2011,2/3/2011,3578,1,3578
127,SO43805,3511,42,1/22/2011,1/29/2011,2/3/2011,699,1,699
128,SO43804,2586,14,1/22/2011,1/29/2011,2/3/2011,3578,1,3578
129,SO43806,5524,16,1/22/2011,1/29/2011,2/3/2011,3578,1,3578
130,SO43809,5351,14,1/23/2011,1/30/2011,2/4/2011,3578,1,3578
131,SO43810,5,25,1/23/2011,1/30/2011,2/4/2011,3400,1,3400
132,SO43811,27,26,1/23/2011,1/30/2011,2/4/2011,3400,1,3400
133,SO43808,2260,17,1/23/2011,1/30/2011,2/4/2011,3578,1,3578
134,SO43807,612,16,1/23/2011,1/30/2011,2/4/2011,3578,1,3578
135,SO43817,5520,14,1/24/2011,1/31/2011,2/5/2011,3578,1,3578
136,SO43815,5495,15,1/24/2011,1/31/2011,2/5/2011,3578,1,3578
137,SO43816,5497,18,1/24/2011,1/31/2011,2/5/2011,3578,1,3578
138,SO43812,16663,16,1/24/2011,1/31/2011,2/5/2011,3578,1,3578
139,SO43814,14867,30,1/24/2011,1/31/2011,2/5/2011,3375,1,3375
140,SO43819,7,26,1/24/2011,1/31/2011,2/5/2011,3400,1,3400
141,SO43813,17391,30,1/24/2011,1/31/2011,2/5/2011,3375,1,3375
142,SO43818,5529,16,1/24/2011,1/31/2011,2/5/2011,3578,1,3578
143,SO43826,9,28,1/25/2011,2/1/2011,2/6/2011,3375,1,3375
144,SO43824,3559,47,1/25/2011,2/1/2011,2/6/2011,699,1,699
145,SO43825,5350,17,1/25/2011,2/1/2011,2/6/2011,3578,1,3578
146,SO43821,16664,14,1/25/2011,2/1/2011,2/6/2011,3578,1,3578
147,SO43823,8943,49,1/25/2011,2/1/2011,2/6/2011,699,1,699
148,SO43827,14251,47,1/25/2011,2/1/2011,2/6/2011,699,1,699
149,SO43822,16670,17,1/25/2011,2/1/2011,2/6/2011,3578,1,3578
150,SO43820,16652,16,1/25/2011,2/1/2011,2/6/2011,3578,1,3578
151,SO43831,29,29,1/26/2011,2/2/2011,2/7/2011,3375,1,3375
152,SO43832,2585,14,1/26/2011,2/2/2011,2/7/2011,3578,1,3578
153,SO43830,5348,15,1/26/2011,2/2/2011,2/7/2011,3578,1,3578
154,SO43828,16606,14,1/26/2011,2/2/2011,2/7/2011,3578,1,3578
155,SO43829,16612,14,1/26/2011,2/2/2011,2/7/2011,3578,1,3578
156,SO43834,17394,28,1/27/2011,2/3/2011,2/8/2011,3375,1,3375
157,SO43836,15621,40,1/27/2011,2/3/2011,2/8/2011,699,1,699
158,SO43835,8803,28,1/27/2011,2/3/2011,2/8/2011,3375,1,3375
159,SO43837,10,30,1/27/2011,2/3/2011,2/8/2011,3375,1,3375
160,SO43833,10728,14,1/27/2011,2/3/2011,2/8/2011,3578,1,3578
161,SO43838,16642,17,1/28/2011,2/4/2011,2/9/2011,3578,1,3578
162,SO43841,2407,18,1/28/2011,2/4/2011,2/9/2011,3578,1,3578
163,SO43839,16674,15,1/28/2011,2/4/2011,2/9/2011,3578,1,3578
164,SO43840,6958,41,1/28/2011,2/4/2011,2/9/2011,699,1,699
165,SO43842,5631,16,1/28/2011,2/4/2011,2/9/2011,3578,1,3578
166,SO43922,2547,14,1/29/2011,2/5/2011,2/10/2011,3578,1,3578
167,SO43920,17067,17,1/29/2011,2/5/2011,2/10/2011,3578,1,3578
168,SO43919,1125,18,1/29/2011,2/5/2011,2/10/2011,3578,1,3578
169,SO43918,11042,17,1/29/2011,2/5/2011,2/10/2011,3578,1,3578
170,SO43921,5744,17,1/29/2011,2/5/2011,2/10/2011,3578,1,3578
171,SO43924,1133,14,1/30/2011,2/6/2011,2/11/2011,3578,1,3578
172,SO43923,17019,16,1/30/2011,2/6/2011,2/11/2011,3578,1,3578
173,SO43925,5662,18,1/30/2011,2/6/2011,2/11/2011,3578,1,3578
174,SO43926,56,31,1/31/2011,2/7/2011,2/12/2011,3375,1,3375
175,SO43929,14271,39,1/31/2011,2/7/2011,2/12/2011,699,1,699
176,SO43927,5663,18,1/31/2011,2/7/2011,2/12/2011,3578,1,3578
177,SO43928,5741,17,1/31/2011,2/7/2011,2/12/2011,3578,1,3578
178,SO43933,32,27,2/1/2011,2/8/2011,2/13/2011,3400,1,3400
179,SO43932,5742,18,2/1/2011,2/8/2011,2/13/2011,3578,1,3578
180,SO43934,35,26,2/1/2011,2/8/2011,2/13/2011,3400,1,3400
181,SO43931,2549,17,2/1/2011,2/8/2011,2/13/2011,3578,1,3578
182,SO43930,17039,16,2/1/2011,2/8/2011,2/13/2011,3578,1,3578
183,SO43935,9049,45,2/2/2011,2/9/2011,2/14/2011,699,1,699
184,SO43940,14295,46,2/2/2011,2/9/2011,2/14/2011,699,1,699
185,SO43938,5687,14,2/2/2011,2/9/2011,2/14/2011,3578,1,3578
186,SO43936,17066,15,2/2/2011,2/9/2011,2/14/2011,3578,1,3578
187,SO43939,5660,16,2/2/2011,2/9/2011,2/14/2011,3578,1,3578
188,SO43937,6048,16,2/2/2011,2/9/2011,2/14/2011,3578,1,3578
189,SO43943,3566,47,2/3/2011,2/10/2011,2/15/2011,699,1,699
190,SO43948,48,25,2/3/2011,2/10/2011,2/15/2011,3400,1,3400
191,SO43942,6052,14,2/3/2011,2/10/2011,2/15/2011,3578,1,3578
192,SO43944,55,24,2/3/2011,2/10/2011,2/15/2011,3400,1,3400
193,SO43941,2601,18,2/3/2011,2/10/2011,2/15/2011,3578,1,3578
194,SO43946,5688,17,2/3/2011,2/10/2011,2/15/2011,3578,1,3578
195,SO43945,5676,14,2/3/2011,2/10/2011,2/15/2011,3578,1,3578
196,SO43947,5713,14,2/3/2011,2/10/2011,2/15/2011,3578,1,3578
197,SO43950,17015,15,2/4/2011,2/11/2011,2/16/2011,3578,1,3578
198,SO43949,16727,14,2/4/2011,2/11/2011,2/16/2011,3578,1,3578
199,SO43952,5640,16,2/4/2011,2/11/2011,2/16/2011,3578,1,3578
200,SO43951,5697,15,2/4/2011,2/11/2011,2/16/2011,3578,1,3578
201,SO43955,2662,18,2/5/2011,2/12/2011,2/17/2011,3578,1,3578
202,SO43956,31,24,2/5/2011,2/12/2011,2/17/2011,3400,1,3400
203,SO43953,9050,49,2/5/2011,2/12/2011,2/17/2011,699,1,699
204,SO43954,2603,15,2/5/2011,2/12/2011,2/17/2011,3578,1,3578
205,SO43959,36,28,2/6/2011,2/13/2011,2/18/2011,3375,1,3375
206,SO43957,17069,17,2/6/2011,2/13/2011,2/18/2011,3578,1,3578
207,SO43960,47,29,2/6/2011,2/13/2011,2/18/2011,3375,1,3375
208,SO43958,5659,16,2/6/2011,2/13/2011,2/18/2011,3578,1,3578
209,SO43966,40,27,2/7/2011,2/14/2011,2/19/2011,3400,1,3400
210,SO43963,5686,18,2/7/2011,2/14/2011,2/19/2011,3578,1,3578
211,SO43965,39,31,2/7/2011,2/14/2011,2/19/2011,3375,1,3375
212,SO43961,17032,15,2/7/2011,2/14/2011,2/19/2011,3578,1,3578
213,SO43962,17077,16,2/7/2011,2/14/2011,2/19/2011,3578,1,3578
214,SO43964,5746,16,2/7/2011,2/14/2011,2/19/2011,3578,1,3578
215,SO43969,17072,14,2/8/2011,2/15/2011,2/20/2011,3578,1,3578
216,SO43968,17068,17,2/8/2011,2/15/2011,2/20/2011,3578,1,3578
217,SO43971,5658,18,2/8/2011,2/15/2011,2/20/2011,3578,1,3578
218,SO43970,5685,15,2/8/2011,2/15/2011,2/20/2011,3578,1,3578
219,SO43967,17041,17,2/8/2011,2/15/2011,2/20/2011,3578,1,3578
220,SO43976,17064,14,2/9/2011,2/16/2011,2/21/2011,3578,1,3578
221,SO43974,2688,16,2/9/2011,2/16/2011,2/21/2011,3578,1,3578
222,SO43972,10940,18,2/9/2011,2/16/2011,2/21/2011,3578,1,3578
223,SO43973,17040,16,2/9/2011,2/16/2011,2/21/2011,3578,1,3578
224,SO43975,2541,16,2/9/2011,2/16/2011,2/21/2011,3578,1,3578
225,SO43977,5704,16,2/9/2011,2/16/2011,2/21/2011,3578,1,3578
226,SO43980,49,31,2/10/2011,2/17/2011,2/22/2011,3375,1,3375
227,SO43978,17031,14,2/10/2011,2/17/2011,2/22/2011,3578,1,3578
228,SO43979,3577,39,2/10/2011,2/17/2011,2/22/2011,699,1,699
229,SO43981,5665,18,2/10/2011,2/17/2011,2/22/2011,3578,1,3578
230,SO43982,14272,49,2/10/2011,2/17/2011,2/22/2011,699,1,699
231,SO43983,17018,18,2/11/2011,2/18/2011,2/23/2011,3578,1,3578
232,SO43985,2516,17,2/11/2011,2/18/2011,2/23/2011,3578,1,3578
233,SO43986,17071,14,2/11/2011,2/18/2011,2/23/2011,3578,1,3578
234,SO43984,2546,15,2/11/2011,2/18/2011,2/23/2011,3578,1,3578
235,SO43987,17043,14,2/12/2011,2/19/2011,2/24/2011,3578,1,3578
236,SO43988,245,24,2/12/2011,2/19/2011,2/24/2011,3400,1,3400
237,SO43991,5661,14,2/12/2011,2/19/2011,2/24/2011,3578,1,3578
238,SO43992,5639,15,2/12/2011,2/19/2011,2/24/2011,3578,1,3578
239,SO43989,17084,16,2/12/2011,2/19/2011,2/24/2011,3578,1,3578
240,SO43990,14873,24,2/12/2011,2/19/2011,2/24/2011,3400,1,3400
241,SO43993,5930,18,2/14/2011,2/21/2011,2/26/2011,3578,1,3578
242,SO43998,34,28,2/15/2011,2/22/2011,2/27/2011,3375,1,3375
243,SO43999,17048,15,2/15/2011,2/22/2011,2/27/2011,3578,1,3578
244,SO43994,16682,18,2/15/2011,2/22/2011,2/27/2011,3578,1,3578
245,SO43995,10814,16,2/15/2011,2/22/2011,2/27/2011,3578,1,3578
246,SO43996,16921,14,2/15/2011,2/22/2011,2/27/2011,3578,1,3578
247,SO43997,17023,14,2/15/2011,2/22/2011,2/27/2011,3578,1,3578
248,SO44001,17045,17,2/16/2011,2/23/2011,2/28/2011,3578,1,3578
249,SO44004,17062,14,2/16/2011,2/23/2011,2/28/2011,3578,1,3578
250,SO44003,8326,49,2/16/2011,2/23/2011,2/28/2011,699,1,699
251,SO44006,5745,14,2/16/2011,2/23/2011,2/28/2011,3578,1,3578
252,SO44002,3573,46,2/16/2011,2/23/2011,2/28/2011,699,1,699
253,SO44005,15630,45,2/16/2011,2/23/2011,2/28/2011,699,1,699
254,SO44000,16919,15,2/16/2011,2/23/2011,2/28/2011,3578,1,3578
255,SO44007,14556,38,2/16/2011,2/23/2011,2/28/2011,699,1,699
256,SO44012,53,29,2/17/2011,2/24/2011,3/1/2011,3375,1,3375
257,SO44009,16760,18,2/17/2011,2/24/2011,3/1/2011,3578,1,3578
258,SO44013,5929,16,2/17/2011,2/24/2011,3/1/2011,3578,1,3578
259,SO44011,2515,14,2/17/2011,2/24/2011,3/1/2011,3578,1,3578
260,SO44008,16679,16,2/17/2011,2/24/2011,3/1/2011,3578,1,3578
261,SO44010,2681,14,2/17/2011,2/24/2011,3/1/2011,3578,1,3578
262,SO44021,33,28,2/18/2011,2/25/2011,3/2/2011,3375,1,3375
263,SO44014,16918,17,2/18/2011,2/25/2011,3/2/2011,3578,1,3578
264,SO44016,248,30,2/18/2011,2/25/2011,3/2/2011,3375,1,3375
265,SO44015,2694,15,2/18/2011,2/25/2011,3/2/2011,3578,1,3578
266,SO44019,5702,14,2/18/2011,2/25/2011,3/2/2011,3578,1,3578
267,SO44020,5932,15,2/18/2011,2/25/2011,3/2/2011,3578,1,3578
268,SO44017,17079,14,2/18/2011,2/25/2011,3/2/2011,3578,1,3578
269,SO44018,14877,30,2/18/2011,2/25/2011,3/2/2011,3375,1,3375
270,SO44023,8831,29,2/19/2011,2/26/2011,3/3/2011,3375,1,3375
271,SO44022,11009,17,2/19/2011,2/26/2011,3/3/2011,3578,1,3578
272,SO44026,6046,14,2/19/2011,2/26/2011,3/3/2011,3578,1,3578
273,SO44025,5709,18,2/19/2011,2/26/2011,3/3/2011,3578,1,3578
274,SO44024,5664,18,2/19/2011,2/26/2011,3/3/2011,3578,1,3578
275,SO44028,6049,16,2/20/2011,2/27/2011,3/4/2011,3578,1,3578
276,SO44029,51,30,2/20/2011,2/27/2011,3/4/2011,3375,1,3375
277,SO44027,10922,14,2/20/2011,2/27/2011,3/4/2011,3578,1,3578
278,SO44031,2690,17,2/21/2011,2/28/2011,3/5/2011,3578,1,3578
279,SO44033,5694,18,2/21/2011,2/28/2011,3/5/2011,3578,1,3578
280,SO44030,1132,15,2/21/2011,2/28/2011,3/5/2011,3578,1,3578
281,SO44036,6047,14,2/21/2011,2/28/2011,3/5/2011,3578,1,3578
282,SO44037,14273,42,2/21/2011,2/28/2011,3/5/2011,699,1,699
283,SO44035,5708,16,2/21/2011,2/28/2011,3/5/2011,3578,1,3578
284,SO44034,5703,17,2/21/2011,2/28/2011,3/5/2011,3578,1,3578
285,SO44032,244,24,2/21/2011,2/28/2011,3/5/2011,3400,1,3400
286,SO44038,14869,24,2/21/2011,2/28/2011,3/5/2011,3400,1,3400
287,SO44040,58,31,2/22/2011,3/1/2011,3/6/2011,3375,1,3375
288,SO44041,5743,17,2/22/2011,3/1/2011,3/6/2011,3578,1,3578
289,SO44039,6972,49,2/22/2011,3/1/2011,3/6/2011,699,1,699
290,SO44044,2691,18,2/23/2011,3/2/2011,3/7/2011,3578,1,3578
291,SO44042,2679,17,2/23/2011,3/2/2011,3/7/2011,3578,1,3578
292,SO44048,5714,18,2/23/2011,3/2/2011,3/7/2011,3578,1,3578
293,SO44045,17395,24,2/23/2011,3/2/2011,3/7/2011,3400,1,3400
294,SO44046,17065,17,2/23/2011,3/2/2011,3/7/2011,3578,1,3578
295,SO44043,2680,15,2/23/2011,3/2/2011,3/7/2011,3578,1,3578
296,SO44047,14879,24,2/23/2011,3/2/2011,3/7/2011,3400,1,3400
297,SO44049,2539,18,2/24/2011,3/3/2011,3/8/2011,3578,1,3578
298,SO44050,6051,14,2/24/2011,3/3/2011,3/8/2011,3578,1,3578
299,SO44052,5638,18,2/25/2011,3/4/2011,3/9/2011,3578,1,3578
300,SO44051,2692,14,2/25/2011,3/4/2011,3/9/2011,3578,1,3578
301,SO44059,5689,17,2/26/2011,3/5/2011,3/10/2011,3578,1,3578
302,SO44057,3578,47,2/26/2011,3/5/2011,3/10/2011,699,1,699
303,SO44060,14274,49,2/26/2011,3/5/2011,3/10/2011,699,1,699
304,SO44054,2543,18,2/26/2011,3/5/2011,3/10/2011,3578,1,3578
305,SO44053,8330,47,2/26/2011,3/5/2011,3/10/2011,699,1,699
306,SO44055,2544,14,2/26/2011,3/5/2011,3/10/2011,3578,1,3578
307,SO44056,2560,18,2/26/2011,3/5/2011,3/10/2011,3578,1,3578
308,SO44058,57,30,2/26/2011,3/5/2011,3/10/2011,3375,1,3375
309,SO44066,14868,24,2/27/2011,3/6/2011,3/11/2011,3400,1,3400
310,SO44067,6050,14,2/27/2011,3/6/2011,3/11/2011,3578,1,3578
311,SO44063,241,24,2/27/2011,3/6/2011,3/11/2011,3400,1,3400
312,SO44061,16920,14,2/27/2011,3/6/2011,3/11/2011,3578,1,3578
313,SO44065,17063,14,2/27/2011,3/6/2011,3/11/2011,3578,1,3578
314,SO44062,17042,14,2/27/2011,3/6/2011,3/11/2011,3578,1,3578
315,SO44064,11051,14,2/27/2011,3/6/2011,3/11/2011,3578,1,3578
316,SO44073,45,31,2/28/2011,3/7/2011,3/12/2011,3375,1,3375
317,SO44068,2542,17,2/28/2011,3/7/2011,3/12/2011,3578,1,3578
318,SO44069,17396,29,2/28/2011,3/7/2011,3/12/2011,3375,1,3375
319,SO44072,5657,15,2/28/2011,3/7/2011,3/12/2011,3578,1,3578
320,SO44070,8830,29,2/28/2011,3/7/2011,3/12/2011,3375,1,3375
321,SO44071,5692,17,2/28/2011,3/7/2011,3/12/2011,3578,1,3578
322,SO44134,2822,14,3/1/2011,3/8/2011,3/13/2011,3578,1,3578
323,SO44136,11115,15,3/1/2011,3/8/2011,3/13/2011,3578,1,3578
324,SO44137,6329,18,3/1/2011,3/8/2011,3/13/2011,3578,1,3578
325,SO44135,17157,14,3/1/2011,3/8/2011,3/13/2011,3578,1,3578
326,SO44141,2573,17,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
327,SO44147,6321,14,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
328,SO44144,6072,16,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
329,SO44138,2766,14,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
330,SO44146,6311,17,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
331,SO44145,6310,14,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
332,SO44139,2793,15,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
333,SO44143,17146,17,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
334,SO44140,1222,15,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
335,SO44142,11059,17,3/2/2011,3/9/2011,3/14/2011,3578,1,3578
336,SO44148,17173,14,3/3/2011,3/10/2011,3/15/2011,3578,1,3578
337,SO44149,6243,16,3/3/2011,3/10/2011,3/15/2011,3578,1,3578
338,SO44151,14559,42,3/3/2011,3/10/2011,3/15/2011,699,1,699
339,SO44150,6316,16,3/3/2011,3/10/2011,3/15/2011,3578,1,3578
340,SO44157,6056,18,3/4/2011,3/11/2011,3/16/2011,3578,1,3578
341,SO44155,17132,17,3/4/2011,3/11/2011,3/16/2011,3578,1,3578
342,SO44156,14888,26,3/4/2011,3/11/2011,3/16/2011,3400,1,3400
343,SO44153,17169,16,3/4/2011,3/11/2011,3/16/2011,3578,1,3578
344,SO44152,335,26,3/4/2011,3/11/2011,3/16/2011,3400,1,3400
345,SO44154,17182,15,3/4/2011,3/11/2011,3/16/2011,3578,1,3578
